0,-4621.833496
495.802469,-4623.822754
991.6049381,-4627.154297
1487.407407,-4630.86084
1983.209876,-4636.902344
2479.012345,-4646.176758
2974.814814,-4654.925781
3470.617283,-4663.826172
3966.419752,-4673.999512
4462.222221,-4683.273438
4958.02469,-4692.911621
5453.82716,-4701.713379
5949.629629,-4710.298828
6445.432098,-4720.075195
6941.234567,-4728.858887
7437.037036,-4730.079102
7932.839505,-4727.705566
8428.641974,-4726.908691
8924.444443,-4730.071777
9420.246912,-4733.477539
9916.049381,-4735.763184
10411.85185,-4737.854492
10907.65432,-4740.618652
11403.45679,-4739.30127
11899.25926,-4731.748047
12395.06173,-4724.071777
12890.8642,-4719.03418
13386.66666,-4714.947266
13882.46913,-4711.520996
14378.2716,-4712.264648
14874.07407,-4724.499512
15369.87654,-4732.116211
15865.67901,-4738.717773
16361.48148,-4744.108398
16857.28395,-4742.689941
17353.08642,-4743.191895
17848.88889,-4743
18344.69135,-4743.804199
18840.49382,-4743.183594
19336.29629,-4741.600586
19832.09876,-4739.312012
20327.90123,-4736.338867
20823.7037,-4735.70166
21319.50617,-4735.654785
21815.30864,-4739.937988
22311.11111,-4742.522949
22806.91358,-4744.334961
23302.71605,-4745.614258
23798.51851,-4745.84668
24294.32098,-4746.475098
24790.12345,-4748.250977
25285.92592,-4749.796387
25781.72839,-4751.067383
26277.53086,-4753.00293
26773.33333,-4754.162598
27269.1358,-4755.209961
27764.93827,-4755.781738
28260.74074,-4757.070313
28756.5432,-4757.384277
29252.34567,-4756.876953
29748.14814,-4756.076172
30243.95061,-4754.989258
30739.75308,-4753.794922
31235.55555,-4753
31731.35802,-4752.307617
32227.16049,-4752.751465
32722.96296,-4754.720703
33218.76543,-4755.384277
33714.5679,-4757.901367
34210.37036,-4765.971191
34706.17283,-4765.255371
35201.9753,-4771.451172
35697.77777,-4768.714844
36193.58024,-4770.668945
36689.38271,-4776.514648
37185.18518,-4781.775879
37680.98765,-4783.436035
38176.79012,-4784.71875
38672.59259,-4785
39168.39505,-4783.270996
39664.19752,-4782.772461
40159.99999,-4784.393066
40655.80246,-4785.644531
41151.60493,-4787
41647.4074,-4785.578125
42143.20987,-4784.249512
42639.01234,-4786.11084
43134.81481,-4785.280273
43630.61728,-4785.223633
44126.41975,-4784
44622.22221,-4787.534668
45118.02468,-4786.270996
45613.82715,-4786.375488
46109.62962,-4788.419922
46605.43209,-4790.536133
47101.23456,-4789.293457
47597.03703,-4791.794434
48092.8395,-4791.924316
48588.64197,-4792.437988
49084.44444,-4794.673828
49580.2469,-4796
50076.04937,-4796.022461
50571.85184,-4797.04248
51067.65431,-4799.75
51563.45678,-4802
52059.25925,-4802
52555.06172,-4802.802246
53050.86419,-4803.067383
53546.66666,-4803.063965
54042.46913,-4805.264648
54538.2716,-4808.766602
55034.07406,-4812.206055
55529.87653,-4814.186523
56025.679,-4814.685547
56521.48147,-4815.350586
57017.28394,-4815.97168
57513.08641,-4816.392578
58008.88888,-4817.802734
58504.69135,-4818.645996
59000.49382,-4820.572754
59496.29629,-4821.63916
59992.09875,-4824.630859
60487.90122,-4827.436523
60983.70369,-4828.550781
61479.50616,-4833.658203
61975.30863,-4838.33252
62471.1111,-4841.962402
62966.91357,-4839.742676
63462.71604,-4841.270508
63958.51851,-4845.044434
64454.32098,-4850.235352
64950.12345,-4851.916016
65445.92591,-4853.633301
65941.72838,-4855.079102
66437.53085,-4859.122559
66933.33332,-4863.944824
67429.13579,-4869.507324
67924.93826,-4869.52832
68420.74073,-4874.052734
68916.5432,-4881.286133
69412.34567,-4884.938477
69908.14814,-4889.680176
70403.9506,-4894.43457
70899.75307,-4901.251465
71395.55554,-4904.959473
71891.35801,-4910.791992
72387.16048,-4919.56543
72882.96295,-4928.892578
73378.76542,-4933.573242
73874.56789,-4939.902344
74370.37036,-4953.075684
74866.17283,-4961.385254
75361.9753,-4962.396484
75857.77776,-4965.286621
76353.58023,-4968.26709
76849.3827,-4973.383301
77345.18517,-4979.933594
77840.98764,-4983.47998
78336.79011,-4985.54248
78832.59258,-4987.554199
79328.39505,-4994.512207
79824.19752,-4997.603027
80319.99999,-5001.335938
80815.80245,-5007.812012
81311.60492,-5014.685547
81807.40739,-5020.283691
82303.20986,-5026.043945
82799.01233,-5032.273438
83294.8148,-5037.856934
83790.61727,-5043.363281
84286.41974,-5050.969727
84782.22221,-5059.758301
85278.02468,-5066.231934
85773.82715,-5073.206055
86269.62961,-5081.218262
86765.43208,-5087.455078
87261.23455,-5092.915527
87757.03702,-5100.755371
88252.83949,-5115.437012
88748.64196,-5125.006836
89244.44443,-5129.037109
89740.2469,-5132.293945
90236.04937,-5138.834961
